Response ID,dob,gender,job_duration,industry,current_occupation,total_employees,household,Metro or Regional,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Connectivity ,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,q11,q12,q13,q14,q15,q16,q17,q18,Class
717,1976,Female,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Single person,Metro,1,3,7,1,10,1,4,8,Yes,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat worsened,Not a barrier for me,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
718,1966,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,1,5,8,0.25,8.75,1,6,8,No,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,more productivity
719,1983,Male,More than 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,Regional,3,5,7.5,0,8,2,6,8,Yes,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Strongly agree,Somewhat agree,Somewhat agree,No,more productivity
720,1965,Male,Between 1 and 5 years,Public Administration and Safety,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,Metro,2,4,6,0,10,2,4,8,No,Not a barrier for me,Stayed about the same,Somewhat improved,Significantly improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Significantly improved,Somewhat worsened,Stayed about the same,Somewhat improved,Significantly improved,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
721,1997,Male,Between 6 and 12 months,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Single person,Metro,1,4,7,1.5,7.5,1,6,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,No,same productivity
722,1963,Male,More than 5 years,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,Metro,3,1,8,0.5,10,3,2.5,8,No,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Not a barrier for me,Significantly worsened,Somewhat improved,Stayed about the same,Not a barrier for me,Somewhat improved,Stayed about the same,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,more productivity
723,1966,Male,More than 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Single person,Metro,2,2,7,3,10,2,2,7,No,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Stayed about the same,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat disagree,Somewhat disagree,Strongly agree,Yes,more productivity
724,1961,Male,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,I am a sole trader/owner-operator,Single person,Metro,3,3,8,0,10,3,3,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,same productivity
725,1986,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Couple with dependent children,Metro,4,3.5,8,0.5,8,4,3.5,8,Yes,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,same productivity
726,1957,Female,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,Regional,3,4,8,0.4,9,3,3.6,8,Yes,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,same productivity
727,1969,Male,More than 5 years,Public Administration and Safety,Community and personal service workers - Protective Service Workers,More than 200,Couple with no dependent children,Metro,3,4,8,1,8,4,4,7,No,Stayed about the same,Somewhat improved,Significantly improved,Stayed about the same,Somewhat improved,Significantly improved,Significantly worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat agree,Neither agree nor disagree,Strongly agree,No,more productivity
728,1970,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 20 and 199,Other one family household,Metro,3,3,6,1,10,3,4,6,Yes,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat agree,Somewhat agree,Strongly agree,No,more productivity
729,1974,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Single person,Metro,1,6.5,7,0.5,8,1,7.5,7,No,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Strongly agree,Somewhat agree,Strongly disagree,No,more productivity
730,1958,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 5 and 19,Couple with no dependent children,Metro,2.5,10,8,0,3,2.5,10,8.5,No,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,same productivity
731,1965,Male,Between 1 and 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with no dependent children,Metro,2,3.5,8,0,11,3,2,8,No,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Not a barrier for me,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
732,1977,Male,More than 5 years,Information Media and Telecommunications,"Managers - Hospitality, Retail and Service Managers",More than 200,Couple with no dependent children,Metro,2,5,8.5,0.5,7.5,2,5,9,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,more productivity
733,1962,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Other one family household,Metro,4,3.5,8,0.5,8,4,3.5,8,No,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
734,1976,Male,More than 5 years,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,Metro,3,2,8,0,10,2,4,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
735,1983,Female,More than 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,Metro,2,3,8,0,10,3,2,9,No,Significantly improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat agree,Neither agree nor disagree,Somewhat agree,No,more productivity
736,2000,Female,Between 1 and 5 years,Education and Training,Professionals - Arts and Media Professionals,Between 20 and 199,Multiple family household,Metro,2,5,10,2,6,2,5,9,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,same productivity
737,1995,Male,Between 1 and 5 years,Mining,Clerical and administrative workers - Personal Assistants and Secretaries,Between 5 and 19,Other one family household,Metro,2,5,8,2,6,3,4,9,No,Stayed about the same,Significantly worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Significantly improved,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Yes,more productivity
